"Year","Mode","Origin_Name","Destination_Name","OrigToDest","TotalTransported","Movement"
2016,"Road","Kempsey - Nambucca","Strathfield - Burwood - Ashfield","Kempsey - Nambucca:Strathfield - Burwood - Ashfield",0.00,"Intrastate"
2016,"Road","Kempsey - Nambucca","Sydney Inner City","Kempsey - Nambucca:Sydney Inner City",14.00,"Intrastate"
2016,"Road","Kempsey - Nambucca","Tamworth - Gunnedah","Kempsey - Nambucca:Tamworth - Gunnedah",5.00,"Intrastate"
2016,"Road","Kempsey - Nambucca","Taree - Gloucester","Kempsey - Nambucca:Taree - Gloucester",11.00,"Intrastate"
2016,"Road","Kempsey - Nambucca","Tumut - Tumbarumba","Kempsey - Nambucca:Tumut - Tumbarumba",0.00,"Intrastate"
2016,"Road","Kempsey - Nambucca","Tweed Valley","Kempsey - Nambucca:Tweed Valley",0.00,"Intrastate"
2016,"Road","Kempsey - Nambucca","Upper Hunter","Kempsey - Nambucca:Upper Hunter",1.00,"Intrastate"
2016,"Road","Kempsey - Nambucca","Upper Murray exc. Albury","Kempsey - Nambucca:Upper Murray exc. Albury",0.00,"Intrastate"
2016,"Road","Kempsey - Nambucca","Wagga Wagga","Kempsey - Nambucca:Wagga Wagga",0.00,"Intrastate"
2016,"Road","Kempsey - Nambucca","Warringah","Kempsey - Nambucca:Warringah",0.00,"Intrastate"
2016,"Road","Kempsey - Nambucca","Wollondilly","Kempsey - Nambucca:Wollondilly",0.00,"Intrastate"
2016,"Road","Kempsey - Nambucca","Wollongong","Kempsey - Nambucca:Wollongong",0.00,"Intrastate"
2016,"Road","Kempsey - Nambucca","Wyong","Kempsey - Nambucca:Wyong",0.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Auburn","Kiama - Shellharbour:Auburn",160.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Bankstown","Kiama - Shellharbour:Bankstown",126.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Baulkham Hills","Kiama - Shellharbour:Baulkham Hills",19.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Blacktown","Kiama - Shellharbour:Blacktown",120.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Blacktown - North","Kiama - Shellharbour:Blacktown - North",70.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Blue Mountains","Kiama - Shellharbour:Blue Mountains",6.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Botany","Kiama - Shellharbour:Botany",32.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Botany","Kiama - Shellharbour:Botany",8.00,"PortBotany"
2016,"Road","Kiama - Shellharbour","Bringelly - Green Valley","Kiama - Shellharbour:Bringelly - Green Valley",24.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Camden","Kiama - Shellharbour:Camden",105.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Campbelltown (NSW)","Kiama - Shellharbour:Campbelltown (NSW)",92.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Canada Bay","Kiama - Shellharbour:Canada Bay",22.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Canterbury","Kiama - Shellharbour:Canterbury",21.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Carlingford","Kiama - Shellharbour:Carlingford",7.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Chatswood - Lane Cove","Kiama - Shellharbour:Chatswood - Lane Cove",53.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Clarence Valley","Kiama - Shellharbour:Clarence Valley",0.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Cronulla - Miranda - Caringbah","Kiama - Shellharbour:Cronulla - Miranda - Caringbah",75.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Dapto - Port Kembla","Kiama - Shellharbour:Dapto - Port Kembla",506.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Dural - Wisemans Ferry","Kiama - Shellharbour:Dural - Wisemans Ferry",6.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Eastern Suburbs - North","Kiama - Shellharbour:Eastern Suburbs - North",14.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Eastern Suburbs - South","Kiama - Shellharbour:Eastern Suburbs - South",18.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Fairfield","Kiama - Shellharbour:Fairfield",49.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Gosford","Kiama - Shellharbour:Gosford",4.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Goulburn - Yass","Kiama - Shellharbour:Goulburn - Yass",3.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Griffith - Murrumbidgee (West)","Kiama - Shellharbour:Griffith - Murrumbidgee (West)",0.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Hornsby","Kiama - Shellharbour:Hornsby",5.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Hurstville","Kiama - Shellharbour:Hurstville",23.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Illawarra Catchment Reserve","Kiama - Shellharbour:Illawarra Catchment Reserve",0.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Kempsey - Nambucca","Kiama - Shellharbour:Kempsey - Nambucca",0.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Kiama - Shellharbour","Kiama - Shellharbour:Kiama - Shellharbour",282.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Kogarah - Rockdale","Kiama - Shellharbour:Kogarah - Rockdale",51.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Ku-ring-gai","Kiama - Shellharbour:Ku-ring-gai",17.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Lake Macquarie - East","Kiama - Shellharbour:Lake Macquarie - East",1.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Lake Macquarie - West","Kiama - Shellharbour:Lake Macquarie - West",1.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Leichhardt","Kiama - Shellharbour:Leichhardt",6.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Lithgow - Mudgee","Kiama - Shellharbour:Lithgow - Mudgee",0.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Liverpool","Kiama - Shellharbour:Liverpool",4.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Lower Hunter","Kiama - Shellharbour:Lower Hunter",1.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Lower Murray","Kiama - Shellharbour:Lower Murray",0.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Maitland","Kiama - Shellharbour:Maitland",1.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Manly","Kiama - Shellharbour:Manly",5.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Marrickville - Sydenham - Petersham","Kiama - Shellharbour:Marrickville - Sydenham - Petersham",46.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Merrylands - Guildford","Kiama - Shellharbour:Merrylands - Guildford",96.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Mount Druitt","Kiama - Shellharbour:Mount Druitt",83.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Newcastle","Kiama - Shellharbour:Newcastle",2.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","North Sydney - Mosman","Kiama - Shellharbour:North Sydney - Mosman",12.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Parramatta","Kiama - Shellharbour:Parramatta",103.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Penrith","Kiama - Shellharbour:Penrith",107.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Pittwater","Kiama - Shellharbour:Pittwater",13.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Port Stephens","Kiama - Shellharbour:Port Stephens",1.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Queanbeyan","Kiama - Shellharbour:Queanbeyan",0.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Richmond - Windsor","Kiama - Shellharbour:Richmond - Windsor",53.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Richmond Valley - Hinterland","Kiama - Shellharbour:Richmond Valley - Hinterland",0.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Rouse Hill - McGraths Hill","Kiama - Shellharbour:Rouse Hill - McGraths Hill",6.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Ryde - Hunters Hill","Kiama - Shellharbour:Ryde - Hunters Hill",10.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Shoalhaven","Kiama - Shellharbour:Shoalhaven",494.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Snowy Mountains","Kiama - Shellharbour:Snowy Mountains",0.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","South Coast","Kiama - Shellharbour:South Coast",2.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Southern Highlands","Kiama - Shellharbour:Southern Highlands",40.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","St Marys","Kiama - Shellharbour:St Marys",15.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Strathfield - Burwood - Ashfield","Kiama - Shellharbour:Strathfield - Burwood - Ashfield",61.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Sutherland - Menai - Heathcote","Kiama - Shellharbour:Sutherland - Menai - Heathcote",17.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Sydney Inner City","Kiama - Shellharbour:Sydney Inner City",228.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Tamworth - Gunnedah","Kiama - Shellharbour:Tamworth - Gunnedah",0.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Taree - Gloucester","Kiama - Shellharbour:Taree - Gloucester",1.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Upper Hunter","Kiama - Shellharbour:Upper Hunter",12.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Wagga Wagga","Kiama - Shellharbour:Wagga Wagga",2.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Warringah","Kiama - Shellharbour:Warringah",117.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Wollondilly","Kiama - Shellharbour:Wollondilly",88.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Wollongong","Kiama - Shellharbour:Wollongong",48.00,"Intrastate"
2016,"Road","Kiama - Shellharbour","Wyong","Kiama - Shellharbour:Wyong",2.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Auburn","Kogarah - Rockdale:Auburn",24.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Bankstown","Kogarah - Rockdale:Bankstown",44.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Baulkham Hills","Kogarah - Rockdale:Baulkham Hills",3.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Blacktown","Kogarah - Rockdale:Blacktown",4.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Botany","Kogarah - Rockdale:Botany",355.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Botany","Kogarah - Rockdale:Botany",33.00,"PortBotany"
2016,"Road","Kogarah - Rockdale","Bringelly - Green Valley","Kogarah - Rockdale:Bringelly - Green Valley",3.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Campbelltown (NSW)","Kogarah - Rockdale:Campbelltown (NSW)",9.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Canada Bay","Kogarah - Rockdale:Canada Bay",14.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Canterbury","Kogarah - Rockdale:Canterbury",32.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Carlingford","Kogarah - Rockdale:Carlingford",3.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Chatswood - Lane Cove","Kogarah - Rockdale:Chatswood - Lane Cove",16.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Cronulla - Miranda - Caringbah","Kogarah - Rockdale:Cronulla - Miranda - Caringbah",52.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Dapto - Port Kembla","Kogarah - Rockdale:Dapto - Port Kembla",27.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Eastern Suburbs - North","Kogarah - Rockdale:Eastern Suburbs - North",15.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Eastern Suburbs - South","Kogarah - Rockdale:Eastern Suburbs - South",18.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Fairfield","Kogarah - Rockdale:Fairfield",10.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Hornsby","Kogarah - Rockdale:Hornsby",1.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Hurstville","Kogarah - Rockdale:Hurstville",52.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Kogarah - Rockdale","Kogarah - Rockdale:Kogarah - Rockdale",103.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Ku-ring-gai","Kogarah - Rockdale:Ku-ring-gai",3.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Leichhardt","Kogarah - Rockdale:Leichhardt",8.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Liverpool","Kogarah - Rockdale:Liverpool",34.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Marrickville - Sydenham - Petersham","Kogarah - Rockdale:Marrickville - Sydenham - Petersham",29.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Merrylands - Guildford","Kogarah - Rockdale:Merrylands - Guildford",13.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Mount Druitt","Kogarah - Rockdale:Mount Druitt",3.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Newcastle","Kogarah - Rockdale:Newcastle",5.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","North Sydney - Mosman","Kogarah - Rockdale:North Sydney - Mosman",4.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Ryde - Hunters Hill","Kogarah - Rockdale:Ryde - Hunters Hill",22.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Strathfield - Burwood - Ashfield","Kogarah - Rockdale:Strathfield - Burwood - Ashfield",38.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Sutherland - Menai - Heathcote","Kogarah - Rockdale:Sutherland - Menai - Heathcote",19.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Sydney Inner City","Kogarah - Rockdale:Sydney Inner City",54.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Upper Hunter","Kogarah - Rockdale:Upper Hunter",12.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Warringah","Kogarah - Rockdale:Warringah",6.00,"Intrastate"
2016,"Road","Kogarah - Rockdale","Wollongong","Kogarah - Rockdale:Wollongong",2.00,"Intrastate"
2016,"Road","Ku-ring-gai","Auburn","Ku-ring-gai:Auburn",2.00,"Intrastate"
2016,"Road","Ku-ring-gai","Bankstown","Ku-ring-gai:Bankstown",1.00,"Intrastate"
2016,"Road","Ku-ring-gai","Baulkham Hills","Ku-ring-gai:Baulkham Hills",1.00,"Intrastate"
2016,"Road","Ku-ring-gai","Blacktown","Ku-ring-gai:Blacktown",1.00,"Intrastate"
2016,"Road","Ku-ring-gai","Botany","Ku-ring-gai:Botany",4.00,"Intrastate"
2016,"Road","Ku-ring-gai","Botany","Ku-ring-gai:Botany",2.00,"PortBotany"
2016,"Road","Ku-ring-gai","Canada Bay","Ku-ring-gai:Canada Bay",1.00,"Intrastate"
2016,"Road","Ku-ring-gai","Carlingford","Ku-ring-gai:Carlingford",15.00,"Intrastate"
2016,"Road","Ku-ring-gai","Chatswood - Lane Cove","Ku-ring-gai:Chatswood - Lane Cove",6.00,"Intrastate"
2016,"Road","Ku-ring-gai","Dapto - Port Kembla","Ku-ring-gai:Dapto - Port Kembla",3.00,"Intrastate"
2016,"Road","Ku-ring-gai","Eastern Suburbs - North","Ku-ring-gai:Eastern Suburbs - North",1.00,"Intrastate"
2016,"Road","Ku-ring-gai","Fairfield","Ku-ring-gai:Fairfield",1.00,"Intrastate"
2016,"Road","Ku-ring-gai","Hornsby","Ku-ring-gai:Hornsby",2.00,"Intrastate"
2016,"Road","Ku-ring-gai","Ku-ring-gai","Ku-ring-gai:Ku-ring-gai",10.00,"Intrastate"
2016,"Road","Ku-ring-gai","Merrylands - Guildford","Ku-ring-gai:Merrylands - Guildford",14.00,"Intrastate"
2016,"Road","Ku-ring-gai","Mount Druitt","Ku-ring-gai:Mount Druitt",1.00,"Intrastate"
2016,"Road","Ku-ring-gai","Newcastle","Ku-ring-gai:Newcastle",1.00,"Intrastate"
2016,"Road","Ku-ring-gai","Pennant Hills - Epping","Ku-ring-gai:Pennant Hills - Epping",1.00,"Intrastate"
2016,"Road","Ku-ring-gai","Pittwater","Ku-ring-gai:Pittwater",1.00,"Intrastate"
2016,"Road","Ku-ring-gai","Ryde - Hunters Hill","Ku-ring-gai:Ryde - Hunters Hill",59.00,"Intrastate"
2016,"Road","Ku-ring-gai","Strathfield - Burwood - Ashfield","Ku-ring-gai:Strathfield - Burwood - Ashfield",1.00,"Intrastate"
2016,"Road","Ku-ring-gai","Sydney Inner City","Ku-ring-gai:Sydney Inner City",1.00,"Intrastate"
2016,"Road","Ku-ring-gai","Upper Hunter","Ku-ring-gai:Upper Hunter",1.00,"Intrastate"
2016,"Road","Ku-ring-gai","Warringah","Ku-ring-gai:Warringah",122.00,"Intrastate"
2016,"Road","Lachlan Valley","Albury","Lachlan Valley:Albury",0.00,"Intrastate"
2016,"Road","Lachlan Valley","Armidale","Lachlan Valley:Armidale",0.00,"Intrastate"
2016,"Road","Lachlan Valley","Auburn","Lachlan Valley:Auburn",0.00,"Intrastate"
2016,"Road","Lachlan Valley","Blacktown","Lachlan Valley:Blacktown",0.00,"Intrastate"
2016,"Road","Lachlan Valley","Blue Mountains","Lachlan Valley:Blue Mountains",0.00,"Intrastate"
2016,"Rail","Lachlan Valley","Botany","Lachlan Valley:Botany",50.00,"Port"
2016,"Road","Lachlan Valley","Botany","Lachlan Valley:Botany",0.00,"Port"
2016,"Road","Lachlan Valley","Bourke - Cobar - Coonamble","Lachlan Valley:Bourke - Cobar - Coonamble",0.00,"Intrastate"
2016,"Road","Lachlan Valley","Broken Hill and Far West","Lachlan Valley:Broken Hill and Far West",0.00,"Intrastate"
2016,"Road","Lachlan Valley","Camden","Lachlan Valley:Camden",0.00,"Intrastate"
2016,"Rail","Lachlan Valley","Campbelltown (NSW)","Lachlan Valley:Campbelltown (NSW)",104.00,"Intrastate"
2016,"Rail","Lachlan Valley","Dapto - Port Kembla","Lachlan Valley:Dapto - Port Kembla",160.00,"Intrastate"
2016,"Rail","Lachlan Valley","Dapto - Port Kembla","Lachlan Valley:Dapto - Port Kembla",865.00,"Port"
2016,"Road","Lachlan Valley","Dubbo","Lachlan Valley:Dubbo",38.00,"Intrastate"
2016,"Road","Lachlan Valley","Dural - Wisemans Ferry","Lachlan Valley:Dural - Wisemans Ferry",3.00,"Intrastate"
2016,"Road","Lachlan Valley","Fairfield","Lachlan Valley:Fairfield",0.00,"Intrastate"
2016,"Road","Lachlan Valley","Gosford","Lachlan Valley:Gosford",0.00,"Intrastate"
2016,"Road","Lachlan Valley","Goulburn - Yass","Lachlan Valley:Goulburn - Yass",43.00,"Intrastate"
2016,"Road","Lachlan Valley","Griffith - Murrumbidgee (West)","Lachlan Valley:Griffith - Murrumbidgee (West)",102.00,"Intrastate"
2016,"Road","Lachlan Valley","Hawkesbury","Lachlan Valley:Hawkesbury",6.00,"Intrastate"
2016,"Road","Lachlan Valley","Inverell - Tenterfield","Lachlan Valley:Inverell - Tenterfield",0.00,"Intrastate"
2016,"Road","Lachlan Valley","Kempsey - Nambucca","Lachlan Valley:Kempsey - Nambucca",1.00,"Intrastate"
2016,"Road","Lachlan Valley","Kiama - Shellharbour","Lachlan Valley:Kiama - Shellharbour",0.00,"Intrastate"
2016,"Rail","Lachlan Valley","Lachlan Valley","Lachlan Valley:Lachlan Valley",632.00,"Intrastate"
2016,"Road","Lachlan Valley","Lachlan Valley","Lachlan Valley:Lachlan Valley",1757.00,"Intrastate"
2016,"Road","Lachlan Valley","Lake Macquarie - East","Lachlan Valley:Lake Macquarie - East",0.00,"Intrastate"
2016,"Road","Lachlan Valley","Lake Macquarie - West","Lachlan Valley:Lake Macquarie - West",0.00,"Intrastate"
2016,"Road","Lachlan Valley","Lithgow - Mudgee","Lachlan Valley:Lithgow - Mudgee",4.00,"Intrastate"
2016,"Road","Lachlan Valley","Liverpool","Lachlan Valley:Liverpool",0.00,"Intrastate"
2016,"Road","Lachlan Valley","Lower Hunter","Lachlan Valley:Lower Hunter",24.00,"Intrastate"
2016,"Road","Lachlan Valley","Lower Murray","Lachlan Valley:Lower Murray",1.00,"Intrastate"
2016,"Road","Lachlan Valley","Maitland","Lachlan Valley:Maitland",10.00,"Intrastate"
2016,"Road","Lachlan Valley","Merrylands - Guildford","Lachlan Valley:Merrylands - Guildford",0.00,"Intrastate"
2016,"Road","Lachlan Valley","Moree - Narrabri","Lachlan Valley:Moree - Narrabri",0.00,"Intrastate"
2016,"Road","Lachlan Valley","Mount Druitt","Lachlan Valley:Mount Druitt",17.00,"Intrastate"
2016,"Road","Lachlan Valley","Newcastle","Lachlan Valley:Newcastle",105.00,"Intrastate"
2016,"Road","Lachlan Valley","Newcastle","Lachlan Valley:Newcastle",10.00,"Port"
2016,"Rail","Lachlan Valley","Orange","Lachlan Valley:Orange",610.00,"Intrastate"
2016,"Road","Lachlan Valley","Orange","Lachlan Valley:Orange",57.00,"Intrastate"
2016,"Road","Lachlan Valley","Pittwater","Lachlan Valley:Pittwater",0.00,"Intrastate"
2016,"Road","Lachlan Valley","Port Stephens","Lachlan Valley:Port Stephens",10.00,"Intrastate"
2016,"Road","Lachlan Valley","Queanbeyan","Lachlan Valley:Queanbeyan",0.00,"Intrastate"
2016,"Road","Lachlan Valley","Richmond Valley - Hinterland","Lachlan Valley:Richmond Valley - Hinterland",0.00,"Intrastate"
2016,"Road","Lachlan Valley","Rouse Hill - McGraths Hill","Lachlan Valley:Rouse Hill - McGraths Hill",2.00,"Intrastate"
2016,"Road","Lachlan Valley","Shoalhaven","Lachlan Valley:Shoalhaven",0.00,"Intrastate"
2016,"Road","Lachlan Valley","Snowy Mountains","Lachlan Valley:Snowy Mountains",0.00,"Intrastate"
2016,"Road","Lachlan Valley","South Coast","Lachlan Valley:South Coast",1.00,"Intrastate"
2016,"Road","Lachlan Valley","Southern Highlands","Lachlan Valley:Southern Highlands",0.00,"Intrastate"
2016,"Road","Lachlan Valley","St Marys","Lachlan Valley:St Marys",0.00,"Intrastate"
2016,"Road","Lachlan Valley","Sydney Inner City","Lachlan Valley:Sydney Inner City",3.00,"Intrastate"
2016,"Road","Lachlan Valley","Tamworth - Gunnedah","Lachlan Valley:Tamworth - Gunnedah",11.00,"Intrastate"
2016,"Road","Lachlan Valley","Taree - Gloucester","Lachlan Valley:Taree - Gloucester",0.00,"Intrastate"
2016,"Road","Lachlan Valley","Upper Hunter","Lachlan Valley:Upper Hunter",6.00,"Intrastate"
2016,"Road","Lachlan Valley","Upper Murray exc. Albury","Lachlan Valley:Upper Murray exc. Albury",0.00,"Intrastate"
2016,"Road","Lachlan Valley","VIC","Lachlan Valley:VIC",7.00,"Interstate"
2016,"Rail","Lachlan Valley","Wagga Wagga","Lachlan Valley:Wagga Wagga",421.00,"Intrastate"
2016,"Road","Lachlan Valley","Wagga Wagga","Lachlan Valley:Wagga Wagga",77.00,"Intrastate"
2016,"Road","Lachlan Valley","Wollondilly","Lachlan Valley:Wollondilly",0.00,"Intrastate"
2016,"Road","Lachlan Valley","Wyong","Lachlan Valley:Wyong",0.00,"Intrastate"
2016,"Road","Lake Macquarie - East","Auburn","Lake Macquarie - East:Auburn",1.00,"Intrastate"
2016,"Road","Lake Macquarie - East","Bankstown","Lake Macquarie - East:Bankstown",1.00,"Intrastate"
2016,"Road","Lake Macquarie - East","Baulkham Hills","Lake Macquarie - East:Baulkham Hills",1.00,"Intrastate"
2016,"Road","Lake Macquarie - East","Blacktown","Lake Macquarie - East:Blacktown",1.00,"Intrastate"
2016,"Road","Lake Macquarie - East","Botany","Lake Macquarie - East:Botany",16.00,"Intrastate"
2016,"Road","Lake Macquarie - East","Botany","Lake Macquarie - East:Botany",61.00,"PortBotany"
2016,"Road","Lake Macquarie - East","Campbelltown (NSW)","Lake Macquarie - East:Campbelltown (NSW)",2.00,"Intrastate"
2016,"Road","Lake Macquarie - East","Chatswood - Lane Cove","Lake Macquarie - East:Chatswood - Lane Cove",1.00,"Intrastate"
2016,"Road","Lake Macquarie - East","Dapto - Port Kembla","Lake Macquarie - East:Dapto - Port Kembla",20.00,"Intrastate"
2016,"Road","Lake Macquarie - East","Fairfield","Lake Macquarie - East:Fairfield",1.00,"Intrastate"
2016,"Road","Lake Macquarie - East","Gosford","Lake Macquarie - East:Gosford",83.00,"Intrastate"
2016,"Road","Lake Macquarie - East","Lake Macquarie - East","Lake Macquarie - East:Lake Macquarie - East",238.00,"Intrastate"
2016,"Road","Lake Macquarie - East","Lake Macquarie - West","Lake Macquarie - East:Lake Macquarie - West",140.00,"Intrastate"
2016,"Road","Lake Macquarie - East","Lower Hunter","Lake Macquarie - East:Lower Hunter",349.00,"Intrastate"
2016,"Road","Lake Macquarie - East","Maitland","Lake Macquarie - East:Maitland",307.00,"Intrastate"
2016,"Road","Lake Macquarie - East","Merrylands - Guildford","Lake Macquarie - East:Merrylands - Guildford",6.00,"Intrastate"
2016,"Road","Lake Macquarie - East","Newcastle","Lake Macquarie - East:Newcastle",498.00,"Intrastate"
2016,"Rail","Lake Macquarie - East","Newcastle","Lake Macquarie - East:Newcastle",3372.00,"Port"
2016,"Road","Lake Macquarie - East","North Sydney - Mosman","Lake Macquarie - East:North Sydney - Mosman",1.00,"Intrastate"
2016,"Road","Lake Macquarie - East","Parramatta","Lake Macquarie - East:Parramatta",1.00,"Intrastate"
2016,"Road","Lake Macquarie - East","Port Stephens","Lake Macquarie - East:Port Stephens",272.00,"Intrastate"
2016,"Road","Lake Macquarie - East","Ryde - Hunters Hill","Lake Macquarie - East:Ryde - Hunters Hill",2.00,"Intrastate"
2016,"Road","Lake Macquarie - East","Strathfield - Burwood - Ashfield","Lake Macquarie - East:Strathfield - Burwood - Ashfield",9.00,"Intrastate"
2016,"Road","Lake Macquarie - East","Sydney Inner City","Lake Macquarie - East:Sydney Inner City",5.00,"Intrastate"
2016,"Road","Lake Macquarie - East","Upper Hunter","Lake Macquarie - East:Upper Hunter",103.00,"Intrastate"
2016,"Road","Lake Macquarie - East","Warringah","Lake Macquarie - East:Warringah",1.00,"Intrastate"
2016,"Road","Lake Macquarie - East","Wyong","Lake Macquarie - East:Wyong",119.00,"Intrastate"
2016,"Road","Lake Macquarie - West","Auburn","Lake Macquarie - West:Auburn",18.00,"Intrastate"
2016,"Road","Lake Macquarie - West","Bankstown","Lake Macquarie - West:Bankstown",14.00,"Intrastate"
2016,"Road","Lake Macquarie - West","Baulkham Hills","Lake Macquarie - West:Baulkham Hills",3.00,"Intrastate"
2016,"Road","Lake Macquarie - West","Blacktown","Lake Macquarie - West:Blacktown",33.00,"Intrastate"
2016,"Road","Lake Macquarie - West","Blacktown - North","Lake Macquarie - West:Blacktown - North",9.00,"Intrastate"
2016,"Road","Lake Macquarie - West","Blue Mountains","Lake Macquarie - West:Blue Mountains",0.00,"Intrastate"
2016,"Road","Lake Macquarie - West","Botany","Lake Macquarie - West:Botany",16.00,"Intrastate"
2016,"Road","Lake Macquarie - West","Botany","Lake Macquarie - West:Botany",3.00,"PortBotany"
2016,"Road","Lake Macquarie - West","Bringelly - Green Valley","Lake Macquarie - West:Bringelly - Green Valley",2.00,"Intrastate"
2016,"Road","Lake Macquarie - West","Camden","Lake Macquarie - West:Camden",10.00,"Intrastate"
